Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Yes,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative
36,1041,13,3,1,829,3,36,3,1,2,2143,4,13,80,1,8,2,3,5,0,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,859,4,3,1,830,3,98,2,2,3,6162,1,12,80,1,14,3,3,14,6,8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40,720,16,4,1,832,1,51,2,2,3,5094,6,14,80,0,10,6,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30,946,2,3,1,833,3,52,2,2,4,6877,5,24,80,0,12,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
45,252,2,3,1,834,2,95,2,1,3,2274,1,14,80,0,1,3,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
42,933,29,3,1,836,2,98,3,2,2,4434,1,13,80,1,10,3,2,9,7,8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
38,471,12,3,1,837,1,45,2,2,1,6288,2,15,80,1,13,3,2,4,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
34,702,16,4,1,838,3,100,2,1,4,2553,1,16,80,0,6,3,3,5,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
49,1184,11,3,1,840,3,43,3,3,4,7654,1,18,80,2,9,3,4,9,7,7,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
55,436,2,1,1,842,3,37,3,2,4,5160,4,16,80,0,12,3,2,9,7,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
43,589,14,2,1,843,2,94,3,4,1,17159,6,24,80,1,22,3,3,4,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
27,269,5,1,1,844,3,42,2,3,4,12808,1,16,80,1,9,3,3,9,0,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35,950,7,3,1,845,3,59,3,3,3,10221,3,21,80,0,17,3,4,8,1,6,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
28,760,2,4,1,846,2,81,3,2,2,4779,1,20,80,0,8,2,3,8,7,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
34,829,3,2,1,847,3,88,3,1,4,3737,0,19,80,1,4,1,1,3,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,887,5,2,1,848,3,88,2,1,3,2366,1,14,80,1,8,2,3,8,1,7,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
27,443,3,3,1,850,4,50,3,1,4,1706,1,11,80,3,0,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
51,1318,26,4,1,851,1,66,3,4,3,16307,2,14,80,1,29,2,2,20,4,17,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
44,625,4,3,1,852,4,50,3,2,2,5933,9,12,80,0,10,2,2,5,2,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
25,180,2,1,1,854,1,65,4,1,1,3424,7,13,80,0,6,3,2,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
33,586,1,3,1,855,1,48,4,2,1,4037,1,22,80,1,9,5,3,9,0,8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35,1343,27,1,1,856,3,53,2,1,1,2559,1,11,80,0,6,3,2,6,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36,928,1,2,1,857,2,56,3,2,4,6201,1,14,80,1,18,1,2,18,4,11,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
32,117,13,4,1,859,2,73,3,2,4,4403,2,11,80,1,8,3,2,5,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30,1012,5,4,1,861,2,75,2,1,4,3761,9,12,80,1,10,3,2,5,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
53,661,7,2,1,862,1,78,2,3,4,10934,7,18,80,1,35,3,3,5,0,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
45,930,9,3,1,864,4,74,3,3,1,10761,4,12,80,1,18,2,3,5,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32,638,8,2,1,865,3,91,4,2,3,5175,5,12,80,1,9,3,2,5,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
52,890,25,4,1,867,3,81,2,4,4,13826,3,22,80,0,31,3,3,9,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
37,342,16,4,1,868,4,66,2,2,3,6334,4,19,80,2,9,2,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
28,1169,8,2,1,869,2,63,2,1,4,4936,1,13,80,1,6,6,3,5,0,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22,1230,1,2,1,872,4,33,2,2,4,4775,6,22,80,2,4,2,1,2,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
44,986,8,4,1,874,1,62,4,1,4,2818,2,24,80,1,10,2,2,3,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
42,1271,2,1,1,875,2,35,3,1,4,2515,5,14,80,0,8,2,3,2,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36,1278,8,3,1,878,1,77,2,1,1,2342,0,21,80,0,6,3,3,5,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25,141,3,1,1,879,3,98,3,2,1,4194,1,18,80,0,5,3,3,5,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35,607,9,3,1,880,4,66,2,3,3,10685,1,20,80,1,17,2,3,17,5,15,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35,130,25,4,1,881,4,96,3,1,2,2022,1,19,80,1,10,3,2,10,7,8,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32,300,1,3,1,882,4,61,3,1,4,2314,0,12,80,1,4,2,3,3,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,583,4,1,1,885,3,87,2,2,1,4256,1,12,80,0,5,1,4,5,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,1418,1,3,1,887,3,36,3,1,1,3580,2,16,80,1,7,2,3,4,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
24,1269,4,1,1,888,1,46,2,1,4,3162,0,17,80,0,6,2,2,5,3,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
32,379,5,2,1,889,2,48,3,2,2,6524,1,14,80,1,10,3,3,10,5,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
38,395,9,3,1,893,2,98,2,1,2,2899,0,19,80,1,3,3,3,2,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
42,1265,3,3,1,894,3,95,4,2,4,5231,2,13,80,1,17,1,2,5,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
31,1222,11,4,1,895,4,48,3,1,4,2356,3,19,80,1,8,2,3,6,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
29,341,1,3,1,896,2,48,2,1,3,2800,6,19,80,3,5,3,3,3,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,868,8,3,1,897,1,73,3,4,4,11836,5,14,80,1,28,3,3,2,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
35,672,25,3,1,899,4,78,2,3,2,10903,3,16,80,0,16,2,3,13,4,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
37,1231,21,2,1,900,3,54,3,1,4,2973,5,15,80,1,10,3,3,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,102,23,4,1,901,4,72,3,4,4,14275,6,18,80,0,33,0,3,12,3,8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
43,422,1,3,1,902,4,33,3,2,4,5562,4,13,80,1,12,2,2,5,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
47,249,2,2,1,903,3,35,3,2,4,4537,0,22,80,1,8,2,3,7,7,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37,1252,19,2,1,904,1,32,3,3,2,7642,1,13,80,0,10,2,3,10,0,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
50,881,2,4,1,905,1,98,3,4,1,17924,1,11,80,1,31,3,3,31,14,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
39,1383,2,3,1,909,4,42,2,2,4,5204,8,11,80,2,13,2,3,5,0,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
33,1075,3,2,1,910,4,57,3,1,2,2277,3,11,80,1,7,4,4,4,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,374,25,4,1,911,1,87,3,1,4,2795,1,24,80,0,1,2,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
29,1086,7,1,1,912,1,62,2,1,4,2532,6,14,80,3,8,5,3,4,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
44,661,9,2,1,913,2,61,3,1,1,2559,1,13,80,0,8,0,3,8,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28,821,5,4,1,916,1,98,3,2,4,4908,1,14,80,0,4,3,3,4,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
58,781,2,1,1,918,4,57,2,1,4,2380,9,14,80,1,3,3,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
43,177,8,3,1,920,1,55,3,2,2,4765,4,21,80,1,4,2,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20,500,2,3,1,922,3,49,2,1,3,2044,1,13,80,0,2,3,2,2,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
21,1427,18,1,1,923,4,65,3,1,4,2693,1,19,80,0,1,3,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36,1425,14,1,1,924,3,68,3,2,4,6586,0,17,80,1,17,2,2,16,4,11,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
47,1454,2,4,1,925,4,65,2,1,4,3294,1,18,80,0,3,3,2,3,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22,617,3,1,1,926,2,34,3,2,3,4171,0,19,80,1,4,3,4,3,0,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
41,1085,2,4,1,927,2,57,1,1,4,2778,4,13,80,1,10,1,2,7,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
28,995,9,3,1,930,3,77,3,1,3,2377,5,18,80,1,6,2,3,2,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
39,1122,6,3,1,932,4,70,3,1,1,2404,7,21,80,0,8,2,1,2,2,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27,618,4,3,1,933,2,76,3,1,3,2318,1,19,80,0,1,2,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34,546,10,3,1,934,2,83,3,1,2,2008,1,14,80,2,1,3,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
42,462,14,2,1,936,3,68,2,2,3,6244,7,17,80,0,10,6,3,5,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
33,1198,1,4,1,939,3,100,2,1,1,2799,3,11,80,0,6,1,3,3,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
58,1272,5,3,1,940,3,37,2,3,2,10552,2,13,80,1,24,3,3,6,0,4,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
31,154,7,4,1,941,2,41,2,1,3,2329,3,15,80,0,13,2,4,7,5,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35,1137,21,1,1,942,4,51,3,2,4,4014,1,25,80,1,10,2,1,10,0,7,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
49,527,8,2,1,944,1,51,3,3,2,7403,4,11,80,1,29,3,2,26,1,7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
48,1469,20,4,1,945,4,51,3,1,3,2259,4,17,80,2,13,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31,1188,20,2,1,947,4,45,3,2,3,6932,1,13,80,1,9,2,2,9,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
36,188,7,4,1,949,2,65,3,1,4,4678,2,18,80,0,8,6,3,6,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
38,1333,1,3,1,950,4,80,3,3,1,13582,1,13,80,1,15,3,3,15,5,11,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
32,1184,1,3,1,951,3,70,2,1,2,2332,6,20,80,0,5,3,3,3,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,867,19,2,1,952,3,36,2,1,2,2413,1,18,80,3,1,2,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
40,658,10,4,1,954,1,67,2,3,2,9705,2,12,80,1,11,2,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
26,1283,1,3,1,956,3,52,2,2,1,4294,1,12,80,0,7,2,3,7,0,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
41,263,6,3,1,957,4,59,3,1,1,4721,2,13,80,0,20,3,3,18,2,17,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
36,938,2,4,1,958,3,79,3,1,3,2519,4,21,80,0,16,6,3,11,3,9,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
19,419,21,3,1,959,4,37,2,1,2,2121,1,13,80,0,1,3,4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,129,4,3,1,960,1,84,3,1,1,2973,1,19,80,0,1,2,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
31,616,12,3,1,961,4,41,3,2,4,5855,0,11,80,2,10,2,1,9,8,5,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40,1469,9,4,1,964,4,35,3,1,2,3617,8,14,80,1,3,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32,498,3,4,1,966,3,93,3,2,1,6725,1,12,80,1,8,2,4,8,6,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36,530,3,1,1,967,3,51,2,3,4,10325,1,11,80,1,16,6,3,16,3,7,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
33,1069,1,3,1,969,2,42,2,2,4,6949,0,14,80,0,6,3,3,5,1,4,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
37,625,1,4,1,970,1,46,2,3,3,10609,5,11,80,0,17,2,1,14,11,7,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
45,805,4,2,1,972,3,57,3,2,2,4447,1,12,80,0,9,5,2,9,0,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
29,1404,20,3,1,974,3,84,3,1,4,2157,1,15,80,1,3,5,3,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35,1219,18,3,1,975,3,86,3,2,3,4601,1,16,80,0,5,3,3,5,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
52,1053,1,2,1,976,4,70,3,4,4,17099,2,15,80,1,26,2,2,9,7,8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
58,289,2,3,1,977,4,51,3,1,3,2479,4,24,80,0,7,4,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
53,1376,2,2,1,981,3,45,3,4,3,14852,6,13,80,1,22,3,4,17,15,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
30,231,8,2,1,982,3,62,3,3,3,7264,5,11,80,1,10,2,4,8,7,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
38,152,10,3,1,983,3,85,3,2,4,5666,1,13,80,0,6,1,3,5,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
35,882,3,4,1,984,4,92,3,3,4,7823,6,13,80,1,12,2,3,10,0,8,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
39,903,2,5,1,985,1,41,4,3,3,7880,0,18,80,0,9,3,3,8,0,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
40,1479,24,3,1,986,2,100,4,4,2,13194,4,16,80,0,22,2,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
47,1379,16,4,1,987,3,64,4,2,3,5067,1,19,80,0,20,3,4,19,2,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36,1229,8,4,1,990,1,84,3,2,4,5079,4,13,80,2,12,3,3,7,0,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,335,9,2,1,991,3,46,2,1,1,2321,0,22,80,0,4,0,3,3,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
33,722,17,3,1,992,4,38,3,4,3,17444,1,11,80,0,10,2,3,10,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
29,906,10,3,1,994,4,92,2,1,1,2404,6,20,80,0,3,5,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33,461,13,1,1,995,2,53,3,1,4,3452,3,18,80,0,5,4,3,3,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45,974,1,4,1,996,4,91,3,1,4,2270,3,14,80,2,8,2,3,5,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
50,1126,1,2,1,997,4,66,3,4,4,17399,9,22,80,1,32,1,2,5,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
33,827,1,4,1,998,3,84,4,2,2,5488,1,13,80,1,6,2,3,6,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
41,840,9,3,1,999,1,64,3,5,3,19419,2,17,80,1,21,2,4,18,0,11,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
27,1134,16,4,1,1001,3,37,3,1,2,2811,9,14,80,1,4,2,3,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
45,248,23,2,1,1002,4,42,3,2,1,3633,1,15,80,1,9,2,3,9,0,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
47,955,4,2,1,1003,4,83,3,2,4,4163,1,17,80,0,9,0,3,9,0,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30,138,22,3,1,1004,1,48,3,1,3,2132,4,11,80,0,7,2,3,5,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50,939,24,3,1,1005,4,95,3,4,3,13973,3,18,80,1,22,2,3,12,1,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
38,1391,10,1,1,1006,3,66,3,1,3,2684,0,17,80,1,3,0,2,2,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46,566,7,2,1,1007,4,75,3,3,3,10845,6,13,80,1,13,3,3,8,0,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24,1206,17,1,1,1009,4,41,2,2,3,4377,1,15,80,2,5,6,3,4,3,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35,622,14,4,1,1010,3,39,2,1,2,3743,1,24,80,1,5,2,1,4,0,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
31,853,1,1,1,1011,3,96,3,2,1,4148,1,12,80,1,4,1,3,4,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18,287,5,2,1,1012,2,73,3,1,4,1051,1,15,80,0,0,2,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
54,1441,17,3,1,1013,3,56,3,3,3,10739,8,11,80,1,22,2,3,10,0,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
35,583,25,4,1,1014,3,57,3,3,3,10388,1,11,80,1,16,3,2,16,10,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30,153,8,2,1,1015,2,73,4,3,1,11416,0,12,80,3,9,4,2,8,1,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20,1097,11,3,1,1016,4,98,2,1,1,2600,1,15,80,0,1,2,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30,109,5,3,1,1017,2,60,3,1,2,2422,0,17,80,0,4,3,3,3,1,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26,1066,2,2,1,1018,4,32,4,2,4,5472,1,12,80,0,8,2,3,8,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22,217,8,1,1,1019,2,94,1,1,1,2451,1,15,80,1,4,3,2,4,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
48,277,6,3,1,1022,1,97,2,2,3,4240,2,13,80,0,19,0,3,2,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
48,1355,4,4,1,1024,3,78,2,3,3,10999,7,14,80,0,27,3,3,15,4,8,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
41,549,7,2,1,1025,4,42,3,2,3,5003,6,14,80,0,8,6,3,2,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
39,466,1,1,1,1026,4,65,2,4,4,12742,1,16,80,1,21,3,3,21,11,8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
27,1055,2,4,1,1027,1,47,3,2,4,4227,0,18,80,1,4,2,3,3,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35,802,10,3,1,1028,2,45,3,1,4,3917,1,20,80,1,3,4,2,3,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
42,265,5,2,1,1029,4,90,3,5,3,18303,6,13,80,0,21,3,4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
50,804,9,3,1,1030,1,64,3,1,4,2380,4,18,80,0,8,5,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
59,715,2,3,1,1032,3,69,2,4,4,13726,3,13,80,0,30,4,3,5,4,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
37,1141,11,2,1,1033,1,61,1,2,2,4777,5,15,80,0,15,2,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
55,135,18,4,1,1034,3,62,3,2,2,6385,3,14,80,2,17,3,3,8,6,7,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
41,247,7,1,1,1035,2,55,1,5,3,19973,1,22,80,2,21,3,3,21,5,10,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
38,1035,3,4,1,1036,2,42,3,2,4,6861,8,12,80,0,19,1,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
26,265,29,2,1,1037,2,79,1,2,1,4969,8,18,80,0,7,6,3,2,2,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
52,266,2,1,1,1038,1,57,1,5,4,19845,1,15,80,1,33,3,3,32,6,9,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
